类型,题干,A,B,C,D,正确答案,解析,来源,出现次数,首次记录
判断题,液氯钢瓶与液氨钢瓶可以在同库存放。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,液体表面的蒸汽与空气形成可燃气体，遇到火种时，发生一闪即灭的现象，可发生如此现象的最低温度称为闪点。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,液体和固体实验废弃物不需分开放置。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,液体着火时，应用灭火器灭火，不能用水扑救或其它物品扑打。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,液溴会腐蚀玻璃塞，拆开包装后应密封保存在有橡皮塞的棕色瓶中。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,一般的实验室只要干净、卫生情况良好，就可以饲养动物或进行动物实验。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,一般将闪点在25°C以下的化学试剂列入易燃化学试剂，它们多是极易挥发的液体。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,一般来说，衰弱和过胖的动物，其单位体重所需麻醉药物剂量较大。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,一般α、β放射性粉末或易吸入的有毒性物质的实验和封装工作，均应在手套工作箱内操作。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,一次性用品，包括注射器及针头用过后经消毒可以重复使用。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,一旦发生实验室安全事故，第一要务是报警，并迅速判断事故是否可控。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,一旦发现沙门氏菌病实验动物感染应全群淘汰。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,一定程度的电场、磁场和电磁场都可能对人体有损害。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,一定剂量电离辐射会对人体造成损伤，应采取措施进行防护。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,一定强度的电场、磁场、电磁场都可能对人有损害。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,一级防护屏障包括生物安全柜及类似设备、个人防护装备、密闭容器等。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,一级生物安全实验室，没有特殊的通风要求，可以采用自然光线、自然通风。有条件的实验室可以配置机械通风。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,一些低毒、无毒的实验废液可以不经处理，直接由下水道排放。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,一氧化碳泄漏，应先施行通风，以驱散一氧化碳气体，并切断一氧化碳泄漏源。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,一种生物因子的危害程度分类与生物安全防护等级并不一定等同。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,医疗用毒性药品：指毒性剧烈、治疗剂量与中毒剂量相近，使用不当会致人中毒或死亡的药品。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,医学与医学生物学动物实验室病原学相关实验用过的注射器、针头、其他锐性用品及碎玻璃等收集于专门容器内即可，无需灭菌。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学动物实验室应有可靠的设施以防止蚊、蝇、蟑螂等昆虫的侵入，因为这些昆虫不但会成为实验室内病原体的传播媒介，而且还会把病原体传播到外界。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室安全管理的核心理念是尽最大可能预防安全事故，特别是防止群体性伤害事件的发生，以维护学校和社会的安全稳定。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室的钢瓶必须配备防倾倒装置，但液氮罐不是必须配备防倾倒装置的。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室的钢瓶储存的一般是安全气体，所以防倾倒装置不是必须配备的。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室的气体钢瓶、高压灭菌器、高压反应釜等压力容器达到特种设备标准的，需取得《特种设备使用登记证》并定期检验；操作人员需取得《特种设备作业人员证》。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:30
判断题,医学与医学生物学教学实验室的设备出现故障而暂时尚未维修时应该设立停用警示牌提示。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室对参与教学的助教没有特殊的要求，只要了解相关要求可随时上岗。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室化学品存放时氧化物和还原物可以放在一起，但必须遵循固／液、酸／碱分开的原则。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室培养室紫外线消毒灯的开关须与照明灯开关并列排放。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室人员众多的特点决定了其实验内容应该尽量避免高危险化学品与生物样品的使用。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学教学实验室有机溶剂储存区应远离热源和火源。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,医学与医学生物学教学实验室中，教师在所有涉及风险材料与试剂的实验课程中可以不进行示范性操作演示，但要通过理论讲解向学生讲明操作风险及防范措施，使实验人员在开展实验前做好风险防控的心理准备。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学实验室安全的内容包括建筑与设施安全、仪器设备安全、试剂耗材安全、废弃物安全等，治安和消防属公共秩序不在此范畴内。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,医学与医学生物学实验室的建设有其特殊性，需要综合考虑实验室的总体规划、工艺要求、层高以及各楼层合理布局。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,仪器设备出现异常时，须立即停机，并找专业人员进行检修。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,仪器设备发生故障后，必须及时报告管理人员，并详细登记。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,仪器设备开机前，操作者要先阅读熟悉该机器设备的操作规程。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,仪器设备开机前要先阅读熟悉该机器设备的操作规程。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,仪器设备开机前要先阅读熟悉该仪器设备的操作规程。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,仪器设备是科研创新能力提升的基础条件，是科研工作顺利进行的重要物资保障，对科研工作成效有着很大影响。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,仪器设备用电或线路发生故障着火时，应立即切断现场电源，将人员疏散，并组织人员用灭火器进行灭火。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,仪器使用氢气时均要进行检漏，以防可能造成的火险或爆炸的危险。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,移动某些非固定安装的电气设备时（如电风扇、照明灯），可以不必切断电源。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,移动式电动工具、手持式电动工具应加装漏电保护器。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,移液管使用后应完全浸入适当的消毒液中浸泡适当的时间，然后再丢弃或灭菌清洗后重复使用。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,移液器在吸取不同液体时，可以不更换移液器吸头。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:21
判断题,乙醇的爆炸极限是：4.3％～19％。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙醇对活性细菌、真菌和脂类病毒起作用，但对孢子无作用。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,乙醇水溶液浓度越高，其杀菌活性越强。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:28
判断题,乙级放射性实验室可以在一般建筑物内，但应集中在同一层或同一端与非放射性工作场所分开。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,乙级和丙级非密封源工作场所的安全管理参照II、III类放射源。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,乙醚、酒精、丙酮、二硫化碳、苯等有机溶剂易燃，实验室不得存放过多，切不可倒入下水道，以免集聚引起火灾。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙醚、氯仿、笑气（N₂O）具有麻醉作用。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙醚不属于易制毒化学品。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,乙醚的爆炸极限是：1.9％～48％。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙醚等易形成过氧化物的有机溶剂废液不可利用蒸馏单元操作回收。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,乙醚长时间与空气接触，可以形成羟乙基过氧化氢，它失去一分子水转变成亚乙基过氧化物，这种亚乙基过氧化物具有猛烈爆炸性。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙炔的爆炸极限是：2.2％～81％。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙炔非常易燃，且燃烧温度很高，有时还会发生分解爆炸。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,乙炔钢瓶压力不足时，可以通过敲击或振动提高气瓶内压力。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,乙炔金属盐、环氧乙烷、偶氮氧化物等都属于易燃和易爆的化学试剂，处理时应该特别小心。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙炔气钢瓶的规定涂色为白色，氯气钢瓶为深绿色，氢气钢瓶为淡绿色，氧气钢瓶为蓝色，氮气钢瓶为黑色，液氨钢瓶为淡黄色,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,乙炔气钢瓶的规定涂色为白色、氯气钢瓶为黄色、氢气钢瓶为绿色、氟化氢钢瓶为灰色、液氨钢瓶为黄色。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,乙炔衍生物、乙炔金属盐、环氧乙烷、叠氮化物等都属于易燃和易爆的化学试剂，处理时应该特别小心。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙炔与空气混合时的爆炸范围是含乙炔2.5％～80.5％（体积分数），危险性程度较低。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,乙烯的爆炸极限是：3.1％～32％。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,乙型肝炎病毒和弓形虫是属于BSL-1防护水平的微生物的代表。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,已使用实验室可以根据需求自行随意改建。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,已用过的笼盒及其内的垫料可以直接进行清洗。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,以核磁设备常用品牌Bruker为例，核磁超低温系统所用氦气为高纯氦气。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,以核磁设备常用品牌Bruker为例，样品测试时需首先关注 power check功能是否开启，防止功率过大损坏探头。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,以下两点可以减少针刺损伤：减少使用注射器和针头（可用一些简单工具来打开瓶塞，然后使用吸管取样而不用注射器和针头）；给用过的注射器针头戴护套。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,易挥发的药品应远离热源火源。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,易挥发药品的保存应：远离热源火源，于避光阴凉处保存，通风良好，不能装满。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,易燃、易爆气体和助燃气体（氧气等）的钢瓶不得混放在一起，并应远离热源和点火源，保持通风。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,易燃、易爆气体和助燃气体（氧气等）的钢瓶不得混放在一起，并应远离热源和火源，保持通风。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
